"source","job_url","job_title","job_company","posted_at"
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","https://id.indeed.com/viewjob?jk=e19c6b149ab711c1","Project Engineer","McDermott",2023-06-24 23:59:49
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","https://id.indeed.com/viewjob?jk=5f4d0cf9051eff27","Slickline Supervisor","DIMENSION BID (M) SDN BHD",2023-06-24 23:59:53
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","https://id.indeed.com/viewjob?jk=4bcbb057db5dc66e","SHEQ Officer","Vopak",2023-06-24 23:59:57
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","error","error","error",2073-06-24 23:57:08
"indeed","https://id.indeed.com/viewjob?jk=739290ed6b26d9b1","Quality Inspector","McDermott",2023-06-25 00:02:55
"indeed","https://id.indeed.com/viewjob?jk=d60c503db2c1d5cd","Account Director","Robert Walters",2023-06-25 00:02:57
"indeed","https://id.indeed.com/viewjob?jk=6ca6f24002afe209","Guru Manajemen Perkantoran","SMK Migas BMR",2023-06-25 00:03:01
"indeed","https://id.indeed.com/viewjob?jk=d8cea839adaf4d2a","Guru Budaya Melayu Riau","SMK Migas BMR",2023-06-25 00:03:04
"indeed","https://id.indeed.com/viewjob?jk=70fabbbec0a82668","Guru Matematika","SMK Migas BMR",2023-06-25 00:03:06
"indeed","https://id.indeed.com/viewjob?jk=d74871967a131903","Guru Seni Budaya","SMK Migas BMR",2023-06-25 00:03:10
"indeed","https://id.indeed.com/viewjob?jk=1b96e58e0a3dbaf6","Guru Teknik Informatika","SMK Migas BMR",2023-06-25 00:03:13
"indeed","https://id.indeed.com/viewjob?jk=1b5154968c6edcd2","Guru Teknik Perminyakan","SMK Migas BMR",2023-06-25 00:03:16
"indeed","https://id.indeed.com/viewjob?jk=7edd8d81e1efe238","Oil Field Engineer","PT Abdi Patra Sejati",2023-06-25 00:03:19
"indeed","https://id.indeed.com/viewjob?jk=123fb1ee64de4848","Safety Officer","Apexindo Pratama Duta",2023-06-25 00:03:22
"indeed","https://id.indeed.com/viewjob?jk=4a8dcf8766417f9c","Rigger","PT. Bayu Maritim Berkah",2023-06-25 00:03:25
"indeed","https://id.indeed.com/viewjob?jk=2a4ee6c94bbc48a4","Commercial Director","Abhitech Matra Indah",2023-06-25 00:03:30
"indeed","https://id.indeed.com/viewjob?jk=7421dd7444e9a68b","IR – GA Officer","Abhitech Matra Indah",2023-06-25 00:03:32
"indeed","https://id.indeed.com/viewjob?jk=7d7548348e0aae37","Safety Officer","Abhitech Matra Indah",2023-06-25 00:03:35
"indeed","https://id.indeed.com/viewjob?jk=09380e86f6ff2227","HSE Engineer","PT Control Systems Arena Para Nusa",2023-06-25 00:03:38
"indeed","https://id.indeed.com/viewjob?jk=15273e1651dfd33d","HSE Officer","PT. Andromeda Rekayasa Fluida",2023-06-25 00:03:43
"indeed","https://id.indeed.com/viewjob?jk=f5c9e1b085a5ef5e","Pipeline/Piping Supervisor","PT Supraco Indonesia (SPC)",2023-06-25 00:03:47
"indeed","https://id.indeed.com/viewjob?jk=5fa71176619bc3fc","Driller (Onshore)","Apexindo Pratama Duta",2023-06-25 00:03:50
"indeed","https://id.indeed.com/viewjob?jk=efaf5d3e1d799af9","HSE Engineering","Andalas Petroleum Services",2023-06-25 00:03:54
"linkedin","https://www.linkedin.com/jobs/view/3643430923","Smelter Operation Readiness - Supervisor Sales Planning & Controlling","Freeport Indonesia",2023-06-24 19:19:42.240238
"linkedin","https://www.linkedin.com/jobs/view/3643432701","Smelter Operation Readiness - Superintendent Sales Planning & Controlling","Freeport Indonesia",2023-06-24 19:21:26.822514
"linkedin","https://www.linkedin.com/jobs/view/3640338665","Culture & Communication, Section Head - Conglomeration","Michael Page",2023-06-24 19:21:30.232714
"Jobstreet","https://www.jobstreet.co.id/id/job/1036162197","Surveyor","PT Ciputra Development Tbk",2023-06-24 19:22:41.540659
"Jobstreet","https://www.jobstreet.co.id/id/job/4384238","Asisten Teknik Workshop","PT Mulia Sawit Agro Lestari",2023-06-24 19:22:44.125226
"Jobstreet","https://www.jobstreet.co.id/id/job/4352536","Tenaga Teknis Kehutanan (Ganis BINHUT dan Ganis CANHUT)","PT ALAMINDO LESTARI SEJAHTERA Tbk",2023-06-24 19:22:46.717201
"Jobstreet","https://www.jobstreet.co.id/id/job/4384240","Asisten HSE (Health, Safety, and Environment)","PT Mulia Sawit Agro Lestari",2023-06-24 19:22:51.276955
"indeed","https://id.indeed.com/viewjob?jk=1bc25f3248793c0c","Geodesi","PT Prima Tossa Perkasa",2023-06-24 19:23:36.237785
"Jobstreet","https://www.jobstreet.co.id/id/job/4372811","SALES ENGINEER GAS DETECTOR","Teknokraftindo Asia",2023-06-24 23:25:35.884479
"linkedin","https://www.linkedin.com/jobs/view/3645529088","Technical Expert, Underground Dispatch Specialist","Freeport-McMoRan",2023-06-25 12:45:34.675194
"linkedin","https://www.linkedin.com/jobs/view/3640397435","Principal Reservoir Engineering","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:46:06.206677
"linkedin","https://www.linkedin.com/jobs/view/3640900022","Principal Front-end Engineering","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:46:08.89148
"linkedin","https://www.linkedin.com/jobs/view/3640396515","Project Manager","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:46:51.170561
"linkedin","https://www.linkedin.com/jobs/view/3640394960","Petroleum Economist","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:48:50.848514
"linkedin","https://www.linkedin.com/jobs/view/3640397425","Principal Geologist / Geomodeler","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:48:53.604889
"linkedin","https://www.linkedin.com/jobs/view/3640399170","Petrophysicist","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:48:57.289203
"linkedin","https://www.linkedin.com/jobs/view/3640396543","Principal Stratigraphy","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:49:01.034353
"linkedin","https://www.linkedin.com/jobs/view/3640397373","Principal Geophysicst / Quantitative Interpretation","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:49:05.838226
"linkedin","https://www.linkedin.com/jobs/view/3640901069","Production Technologist","RoadsHill Data Analyst (PT. RDA Teknologi Indonesia)",2023-06-25 12:49:09.538271
"Jobstreet","https://www.jobstreet.co.id/id/job/4384287","Site Supervisor","effstudio",2023-06-25 12:49:23.213094
"indeed","https://id.indeed.com/viewjob?jk=eabfdf94461420fd","Staff Teknik Geodesi/ Geografi/ Geologi","PT Artha Demo Engineering Consultant",2023-06-25 12:50:04.459529
"indeed","https://id.indeed.com/viewjob?jk=061f4a09ccaf90fe","Principal Geologist / Geomodeler","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:50:27.075859
"indeed","https://id.indeed.com/viewjob?jk=1cceadee05b438ec","Production Technologist","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:50:43.106455
"indeed","https://id.indeed.com/viewjob?jk=4340e46e51c3d32a","Petroleum Economist","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:50:47.794467
"indeed","https://id.indeed.com/viewjob?jk=6e61982497c8d198","Principal Reservoir Engineering","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:50:52.492793
"indeed","https://id.indeed.com/viewjob?jk=83a38f541b3b6835","Project Manager","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:50:56.140664
"indeed","https://id.indeed.com/viewjob?jk=f0785dda25f74dfb","Principal Front-end Engineering","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:50:59.832849
"indeed","https://id.indeed.com/viewjob?jk=32ff56f35025e41b","Principal Geophysicst / Quantitative Interpretation","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:51:04.585187
"indeed","https://id.indeed.com/viewjob?jk=0727375eb0b0e934","Principal Stratigraphy","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:51:08.276586
"indeed","https://id.indeed.com/viewjob?jk=061f4a09ccaf90fe","Principal Geologist / Geomodeler","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-25 12:51:12.009902
"indeed","https://id.indeed.com/viewjob?jk=fa07407754cbc3bb","Sales Engineer - High Pressure Hose","Michael Page",2023-06-25 12:51:16.505084
"indeed","https://id.indeed.com/viewjob?jk=63d94f762f501231","Sales Manager - Industrial Component","Michael Page",2023-06-25 12:51:20.32995
"indeed","https://id.indeed.com/viewjob?jk=aa8b29755a3054bd","Operator, Boiler","RGE",2023-06-25 12:51:23.091564
"indeed","https://id.indeed.com/viewjob?jk=366f3ab59f38cb20","Staff Ahli Penginderaan Jauh","PT Artha Demo Engineering Consultant",2023-06-25 12:52:21.114817
"indeed","https://id.indeed.com/viewjob?jk=51728ff2a521e17f","Field Operator – Utilities","QAFCO",2023-06-25 16:12:22.722232
"linkedin","https://www.linkedin.com/jobs/view/3644335824","HRD Manager / SPV","PT Batara Perkasa",2023-06-25 23:15:35.046939
"Jobstreet","https://www.jobstreet.co.id/id/job/1036251953","Head of Section - Technical Services","PT Darma Henwa, Tbk",2023-06-25 23:17:21.480405
"Jobstreet","https://www.jobstreet.co.id/id/job/4384411","SURVEYOR PROYEK","HEKA PROPERTI GROUP",2023-06-25 23:17:26.124797
"Jobstreet","https://www.jobstreet.co.id/id/job/4384069","Sales B2B","PT Roda Nurmala",2023-06-25 23:17:29.760148
"Jobstreet","https://www.jobstreet.co.id/id/job/4381293","K3 / HSE Konstruksi","PT. Sinergi Karya Sejahtera",2023-06-25 23:17:34.503866
"linkedin","https://www.linkedin.com/jobs/view/3640975541","Field Product Support Technician","Jtech Jasa Pertambangan, PT.",2023-06-26 05:14:56.417308
"linkedin","https://www.linkedin.com/jobs/view/3641509255","Forklift Operator","PT Jaya Electrical Energy",2023-06-26 05:15:14.275289
"linkedin","https://www.linkedin.com/jobs/view/3640975541","Field Product Support Technician","Jtech Jasa Pertambangan, PT.",2023-06-26 05:15:18.957184
"linkedin","https://www.linkedin.com/jobs/view/3641503937","Operator Pompa (Perempuan)","PT Putri Nazira Salsabila",2023-06-26 05:15:23.537353
"linkedin","https://www.linkedin.com/jobs/view/3641509249","Operator Pompa (Laki-laki)","PT Putri Nazira Salsabila",2023-06-26 05:15:28.398321
"linkedin","https://www.linkedin.com/jobs/view/3641513019","Civil Engineer","PT Triguna Internusa Pratama",2023-06-26 05:16:29.923238
"linkedin","https://www.linkedin.com/jobs/view/3641507317","Supervisor","PT Putri Nazira Salsabila",2023-06-26 05:16:35.906298
"linkedin","https://www.linkedin.com/jobs/view/3641509258","HSE Supervisor","PT Jaya Electrical Energy",2023-06-26 05:16:40.577932
"linkedin","https://www.linkedin.com/jobs/view/3641507322","Production Supervisor","PT Jaya Electrical Energy",2023-06-26 05:16:44.291004
"linkedin","https://www.linkedin.com/jobs/view/3641503931","QC Supervisor","PT Jaya Electrical Energy",2023-06-26 05:16:46.972255
"linkedin","https://www.linkedin.com/jobs/view/3641504778","Logistic Supervisor","PT Jaya Electrical Energy",2023-06-26 05:16:51.682293
"linkedin","https://www.linkedin.com/jobs/view/3641503951","FINANCE SUPERVISOR","PT Arsed Indonesia",2023-06-26 05:16:55.473868
"linkedin","https://www.linkedin.com/jobs/view/3641507320","Account Supervisor","PT Jaya Electrical Energy",2023-06-26 05:16:58.234179
"linkedin","https://www.linkedin.com/jobs/view/3641507587","Operator.Operations.I","NOV",2023-06-26 05:19:03.873557
"linkedin","https://www.linkedin.com/jobs/view/3640979238","APE Government Relations Manager","Robert Walters",2023-06-26 05:23:34.196819
"linkedin","https://www.linkedin.com/jobs/view/3641503940","General Manager","PT Putri Nazira Salsabila",2023-06-26 05:23:38.888469
"linkedin","https://www.linkedin.com/jobs/view/3641504775","Operasional Manager","PT Putri Nazira Salsabila",2023-06-26 05:23:42.639625
"linkedin","https://www.linkedin.com/jobs/view/3641505775","Unit Manager","PT Putri Nazira Salsabila",2023-06-26 05:23:46.333641
"linkedin","https://www.linkedin.com/jobs/view/3641507316","Supervisor Marketing","PT Putri Nazira Salsabila",2023-06-26 05:23:50.021195
"linkedin","https://www.linkedin.com/jobs/view/3641508270","Manager Marketing","PT Putri Nazira Salsabila",2023-06-26 05:23:54.78631
"Jobstreet","https://www.jobstreet.co.id/id/job/4384673","Production Superintendent (Nickel Mining)","PT Mineral Alam Abadi (Mineral Alam Abadi Group).",2023-06-26 05:25:11.079786
"Jobstreet","https://www.jobstreet.co.id/id/job/4384803","Supervisor Project","PT Wijaya Bangun Pertiwi",2023-06-26 05:25:15.780409
"Jobstreet","https://www.jobstreet.co.id/id/job/4385047","Pengurus Site","PT Friendship Logistics Line",2023-06-26 05:25:20.63347
"Jobstreet","https://www.jobstreet.co.id/id/job/4384792","QUANTITY SURVEYOR","PT Persada Mas Raya (Jakarta)",2023-06-26 05:25:24.367637
"Jobstreet","https://www.jobstreet.co.id/id/job/4384552","Owner Superintendent Harbour Tug","PT Waruna Nusa Sentana (MJS Line)",2023-06-26 05:25:29.211185
"indeed","https://id.indeed.com/viewjob?jk=943d19a465b992d5","Category Strategist Intern, Lifestyle (E-commerce) - Indonesia - 2023 Start","TikTok",2023-06-26 05:27:44.526546
"indeed","https://id.indeed.com/viewjob?jk=e0caa8c0d2950454","Data Researcher Intern [REMOTE]","ELITE ASIA (SG) PTE. LTD.",2023-06-26 05:27:47.2149
"linkedin","https://www.linkedin.com/jobs/view/3646153939","HR Section Head","PT SMART Tbk",2023-06-26 11:15:14.976446
"linkedin","https://www.linkedin.com/jobs/view/3640968114","Mechanical Engineer","PT Qinfa Mining Industri",2023-06-26 11:21:13.229478
"Jobstreet","https://www.jobstreet.co.id/id/job/4385721","Finance, Accounting & Tax (Mining Industry - Morowali)","PT Hastari Adakara Investama",2023-06-26 11:24:28.687671
"Jobstreet","https://www.jobstreet.co.id/id/job/4385494","Supervisor General Affair","PT Cahaya Benteng Mas",2023-06-26 11:24:31.424435
"Jobstreet","https://www.jobstreet.co.id/id/job/4385088","Permit and License Manager","PT Michael Page Internasional Indonesia",2023-06-26 11:24:35.163463
"Jobstreet","https://www.jobstreet.co.id/id/job/4385762","Specialist Maintenance Planning & Strategy","PT Cipta Kridatama",2023-06-26 11:24:37.923012
"Jobstreet","https://www.jobstreet.co.id/id/job/4385399","Sales Engineer - Batam","PT Titian Servis Indonesia",2023-06-26 11:24:41.823277
"Jobstreet","https://www.jobstreet.co.id/id/job/4385275","ADMIN PROYEK, ASISTEN SURVEYOR, DRAFTER TEKLA DI BREBES","PT Sinar Baru Kontruksi",2023-06-26 11:24:44.658787
"Jobstreet","https://www.jobstreet.co.id/id/job/4385507","Quantity Surveyor (QS) Manager","Agung Sedayu Group",2023-06-26 11:24:47.387469
"Jobstreet","https://www.jobstreet.co.id/id/job/4385607","Quantity Surveyor Staff","PT Jatisungkai Estetika",2023-06-26 11:24:50.158491
"Jobstreet","https://www.jobstreet.co.id/id/job/4385572","Staf Operation Project Logistic","PT Grogol Sarana Transjaya",2023-06-26 11:24:52.984883
"Jobstreet","https://www.jobstreet.co.id/id/job/4385802","HSE OFFICER","PT Indoturbine",2023-06-26 11:24:56.855928
"indeed","https://id.indeed.com/viewjob?jk=3fcaf49316c9be7c","People Advisor","NES FIRCROFT",2023-06-26 11:25:35.727891
"indeed","https://id.indeed.com/viewjob?jk=baca4256914d4b44","FITTER, HELPER & MECHANIC TECHNICIAN - AUTOLUBE","PT MALVINDO",2023-06-26 11:25:39.574199
"indeed","https://id.indeed.com/viewjob?jk=3027446f1b60fa8a","Surveyor Geodesi","PT Petra Anugerah Sejahtera",2023-06-26 11:26:33.100534
"indeed","https://id.indeed.com/viewjob?jk=6824958eb3b92005","Sales Officer","PT Rivindi Artha Mandiri",2023-06-26 11:27:02.257815
"indeed","https://id.indeed.com/viewjob?jk=d45fcaa7d2b98262","Operating Monitoring Officer","PT. CARSURIN",2023-06-26 11:28:30.732357
"indeed","https://id.indeed.com/viewjob?jk=29d756a605f9242b","Surveyor","PT. CARSURIN",2023-06-26 11:28:34.529889
"indeed","https://id.indeed.com/viewjob?jk=e0caa8c0d2950454","Data Mining Intern [REMOTE]","ELITE ASIA (SG) PTE. LTD.",2023-06-26 11:28:37.307496
"linkedin","https://www.linkedin.com/jobs/view/3647120906","Specialist Water Planning | Nickel West | Head Office | Roster 5/2","BHP",2023-06-26 23:15:27.759776
"linkedin","https://www.linkedin.com/jobs/view/3611012537","Welding Supervisor","The Weir Group PLC",2023-06-26 23:17:00.591906
"linkedin","https://www.linkedin.com/jobs/view/3637030396","Supervisor Support & Facility","PT Darma Henwa Tbk",2023-06-26 23:17:04.274815
"linkedin","https://www.linkedin.com/jobs/view/3646994128","Business Manager - Energy and Mining - Mandarin Speaker","Michael Page",2023-06-26 23:19:33.630808
"linkedin","https://www.linkedin.com/jobs/view/3646728217","Business Development Manager - Gaffney Cline","Baker Hughes",2023-06-26 23:19:36.287753
"linkedin","https://www.linkedin.com/jobs/view/3647119346","Turnaround Lead Planner","bp",2023-06-26 23:20:40.380247
"linkedin","https://www.linkedin.com/jobs/view/3647171285","Head of Aftermarket Department","Weir Minerals",2023-06-26 23:20:44.24023
"linkedin","https://www.linkedin.com/jobs/view/3566374063","Senior Quality Inspector","McDermott International, Ltd",2023-06-26 23:20:47.870494
"linkedin","https://www.linkedin.com/jobs/view/3643792408","Field Specialist - Dual Logging While Drilling (LWD)/Directional Driller (DD)","Baker Hughes",2023-06-26 23:20:51.538028
"linkedin","https://www.linkedin.com/jobs/view/3426416654","Fabrication Rigging Superintendent","McDermott International, Ltd",2023-06-26 23:20:55.191544
"linkedin","https://www.linkedin.com/jobs/view/3625537523","Corporate Internal Auditor","PT Dharma Satya Nusantara Tbk",2023-06-26 23:25:37.642097
"linkedin","https://www.linkedin.com/jobs/view/3629527696","Accounting Manager","Confidential Company",2023-06-26 23:25:41.284572
"linkedin","https://www.linkedin.com/jobs/view/3629526675","Human Capital Operation Senior Manager","Confidential Company",2023-06-26 23:25:45.947416
"linkedin","https://www.linkedin.com/jobs/view/3563752066","Manager Construction (Fab)","McDermott International, Ltd",2023-06-26 23:25:50.606451
"linkedin","https://www.linkedin.com/jobs/view/3615340412","Senior Account Manager","International SOS",2023-06-26 23:25:55.376869
"linkedin","https://www.linkedin.com/jobs/view/3629980625","Commercial Marketing Specialist","Palma Serasih Group",2023-06-26 23:26:00.047216
"Jobstreet","https://www.jobstreet.co.id/id/job/4384794","Surveyor Project","PT Mineral Alam Abadi (Mineral Alam Abadi Group).",2023-06-26 23:26:13.86726
"indeed","https://id.indeed.com/viewjob?jk=51f93d41111f5ed6","Account Manager - Oil and Gas","ABB",2023-06-26 23:26:57.060373
"indeed","https://id.indeed.com/viewjob?jk=d1f7999ae751e8ba","Business Development Manager - Gaffney Cline","Baker Hughes",2023-06-26 23:27:01.747577
"indeed","https://id.indeed.com/viewjob?jk=1299c583da1f1f92","Principal Hookup & Commission Tech","McDermott",2023-06-26 23:27:05.457481
"indeed","https://id.indeed.com/viewjob?jk=4d3658d3768df969","Petrophysicist","RoadsHill Data Analyst (PT. RDA Teknologi...",2023-06-26 23:27:08.116832
"indeed","https://id.indeed.com/viewjob?jk=670fbecdeb98b9a6","SALES ENGINEER (JAKARTA DAN KALIMANTAN TIMUR)","PT Central Hydraulic Indonesia",2023-06-26 23:28:15.279208
"indeed","https://id.indeed.com/viewjob?jk=1b9151260bae0abe","Head of Policy & Strategy","Ember",2023-06-26 23:33:04.583578
"indeed","https://id.indeed.com/viewjob?jk=46678ec14cc2f228","Head of Aftermarket Department","Weir Group",2023-06-26 23:33:53.99203
"petromindo","https://www.petromindo.com/job-gallery/23894","10 Posisi","PT Wira Cipta Perkasa",2023-06-27 10:59:49
"petromindo","https://www.petromindo.com/job-gallery/23891","People Advisor","NES Fircroft",2023-06-27 10:59:54
"petromindo","https://www.petromindo.com/job-gallery/23890","3 positions","PT. Timas Suplindo",2023-06-27 10:59:58
"petromindo","https://www.petromindo.com/job-gallery/23889","5 Positions","PT. Binamandiri Mulia Jaya",2023-06-27 11:00:01
"petromindo","https://www.petromindo.com/job-gallery/23888","10 Positions","PT. Binamandiri Mulia Jaya",2023-06-27 11:00:03
"petromindo","https://www.petromindo.com/job-gallery/23887","6 Positions","PT. Binamandiri Mulia Jaya",2023-06-27 11:00:08
"petromindo","https://www.petromindo.com/job-gallery/23886","2 Positions","INPEX CORPORATION",2023-06-27 11:00:11
"petromindo","https://www.petromindo.com/job-gallery/23885","Quality Engineer","PT. Saipem Indonesia",2023-06-27 11:00:13
"petromindo","https://www.petromindo.com/job-gallery/23884","10 Positions","PT. Binamandiri Mulia Jaya",2023-06-27 11:00:17
"petromindo","https://www.petromindo.com/job-gallery/23875","2 positions","Petronas",2023-06-27 11:00:20
"petromindo","https://www.petromindo.com/job-gallery/23853","Lifting Engineer","PT. Bhumi Phala Perkasa",2023-06-27 11:00:23
"petromindo","https://www.petromindo.com/job-gallery/23851","1 Positions (2)","PT. Supraco Indonesia",2023-06-27 11:00:28
"petromindo","https://www.petromindo.com/job-gallery/23850","10 Positions (1)","PT. Supraco Indonesia",2023-06-27 11:00:31
"petromindo","https://www.petromindo.com/job-gallery/23847","10 positions","PT Panca Amara Utama",2023-06-27 11:00:34
"petromindo","https://www.petromindo.com/job-gallery/23844","10 Positions","PT  Tracon Industri",2023-06-27 11:00:37
"petromindo","https://www.petromindo.com/job-gallery/23841","IT Assistant","Genting Oil Kasuri Pte. Ltd.",2023-06-27 11:00:40
"petromindo","https://www.petromindo.com/job-gallery/23837","Cost Controller (MACO)","PT. Saipem Indonesia",2023-06-27 11:00:44
"linkedin","https://www.linkedin.com/jobs/view/3622361350","Manager Construction (Fab)","McDermott International, Ltd",2023-06-27 05:29:16.615176
"linkedin","https://www.linkedin.com/jobs/view/3624413756","finance accounting supervisor","DGW-GROUP",2023-06-27 05:29:19.132385
"linkedin","https://www.linkedin.com/jobs/view/3647599236","Jr. Process Safety Engineer","Synergy Engineering",2023-06-27 05:29:43.856051
"linkedin","https://www.linkedin.com/jobs/view/3625550366","Pipeline and T&I Engineer","Asiatek Energi Mitratama",2023-06-27 05:29:48.464609
"linkedin","https://www.linkedin.com/jobs/view/3647709627","Field Service Representative (Gas Turbines)","Solar Turbines",2023-06-27 05:29:52.005664
"linkedin","https://www.linkedin.com/jobs/view/3625900467","Senior Reservoir Engineer","Repsol",2023-06-27 05:29:55.570148
"linkedin","https://www.linkedin.com/jobs/view/3624418039","Sales Engineer","PT Sakha Biru Nusantara",2023-06-27 05:29:58.09826
"linkedin","https://www.linkedin.com/jobs/view/3647594021","Service Supervisor I - Frac/Acid","Halliburton",2023-06-27 05:30:37.605514
"linkedin","https://www.linkedin.com/jobs/view/3621297231","Supply Chain Manager","Chickin Indonesia",2023-06-27 05:30:42.174315
"linkedin","https://www.linkedin.com/jobs/view/3576331158","Senior Civil/Structural Designer","McDermott International, Ltd",2023-06-27 05:30:46.883933
"linkedin","https://www.linkedin.com/jobs/view/3547445769","Associate HSES Advisor","McDermott International, Ltd",2023-06-27 05:30:50.79254
"linkedin","https://www.linkedin.com/jobs/view/3453075684","Senior HSES Advisor","McDermott International, Ltd",2023-06-27 05:32:14.563316
"linkedin","https://www.linkedin.com/jobs/view/3557414658","Construction Senior Superintendent","McDermott International, Ltd",2023-06-27 05:32:19.270223
"linkedin","https://www.linkedin.com/jobs/view/3642189153","Head of Internal Audit","PT Dian Swastatika Sentosa Tbk",2023-06-27 05:32:15.922148
"linkedin","https://www.linkedin.com/jobs/view/3557414658","Construction Senior Superintendent","McDermott International, Ltd",2023-06-27 05:32:19.516996
"linkedin","https://www.linkedin.com/jobs/view/3596189001","Technical Director (Capital Project Delivery)","ERM",2023-06-27 05:32:21.996668
"linkedin","https://www.linkedin.com/jobs/view/3615839527","Principal Quality Operations Specialist","McDermott International, Ltd",2023-06-27 05:32:24.730745
"linkedin","https://www.linkedin.com/jobs/view/3627177680","Senior Sales Executive","Carsurin",2023-06-27 05:33:23.364596
"Jobstreet","https://www.jobstreet.co.id/id/job/4384767","GEOTECHNICAL ENGINEER","PT Witteveen Bos Indonesia",2023-06-27 05:34:21.465417
"Jobstreet","https://www.jobstreet.co.id/id/job/4386569","Exploration Geologist - Nickel","PT Michael Page Internasional Indonesia",2023-06-27 05:34:25.189732
"Jobstreet","https://www.jobstreet.co.id/id/job/4386081","Site Supervisor","PT Eastern Asia Engineering Batam",2023-06-27 05:34:29.924432
"Jobstreet","https://www.jobstreet.co.id/id/job/4386288","HSE Officer","PT Indovickers Furnitama",2023-06-27 05:34:32.716703
"Jobstreet","https://www.jobstreet.co.id/id/job/4386306","Commercial Sales Staff Coal Mining and Shipment Job","Global Energi Lestari",2023-06-27 05:34:36.36883
"Jobstreet","https://www.jobstreet.co.id/id/job/4386207","Site Manager (SM)","PT Jatisungkai Estetika",2023-06-27 05:34:40.100801
"Jobstreet","https://www.jobstreet.co.id/id/job/4385637","SURVEYOR","pt bangun properti nusantara",2023-06-27 05:34:44.842069
"Jobstreet","https://www.jobstreet.co.id/id/job/4386110","Quantity Surveyor Internship","PARAMOUNT LAND",2023-06-27 05:34:48.543307
"Jobstreet","https://www.jobstreet.co.id/id/job/4385990","Manager Quantity Surveyor","PT PANCA TERANG ABADI",2023-06-27 05:34:51.208649
"Jobstreet","https://www.jobstreet.co.id/id/job/4386236","Rigging Supervisor (Gresik)","PT Petrosea Tbk",2023-06-27 05:34:53.920134
"Jobstreet","https://www.jobstreet.co.id/id/job/4386470","SHE DEPUTY MANAGER","PT Napan Persada",2023-06-27 05:34:57.600923
"Jobstreet","https://www.jobstreet.co.id/id/job/4386510","Safetyman (Interior Contractor)","VIVERE GROUP",2023-06-27 05:35:01.329904
"Jobstreet","https://www.jobstreet.co.id/id/job/4385952","HSE Assistant Manager","PT Waruna Nusa Sentana (MJS Line)",2023-06-27 05:35:05.007636
"Jobstreet","https://www.jobstreet.co.id/id/job/4386226","HSE Assistant Manager","PT SEI Consulting Jakarta",2023-06-27 05:35:09.876791
"Jobstreet","https://www.jobstreet.co.id/id/job/4386247","HSE Assistant Manager (Palembang OKI)","PT BSA Logistics Indonesia",2023-06-27 05:35:13.680602
"Jobstreet","https://www.jobstreet.co.id/id/job/4386090","HSE Specialist - Balikpapan","PT Pancaran Darat Transport",2023-06-27 05:35:18.407575
"Jobstreet","https://www.jobstreet.co.id/id/job/4386353","Government & External Relations Superintendent","Adaro Energy - Power",2023-06-27 05:35:21.131066
"indeed","https://id.indeed.com/viewjob?jk=dbe4c42ea7899b61","Sales Officer","PT Rivindi Artha Mandiri",2023-06-27 05:37:30.453958
"indeed","https://id.indeed.com/viewjob?jk=12a3f3913a02f470","Junior Business Intelligence Analyst","Cermati.com",2023-06-27 05:37:35.774303
"indeed","https://id.indeed.com/viewjob?jk=acf24bcfbdc2fdce","GIS Field Service Engineer","PT. HITACHI SAKTI ENERGY INDONESIA",2023-06-27 05:37:55.994419
