"source","job_id","job_url","job_title","job_company","job_location","job_salary","job_list_date","seniority_level","employment_type","industries","job_description","applicant","get_time"
"linkedin","3637043102","https://www.linkedin.com/jobs/view/3637043102","Purchasing Staff (Mandarin Speaker)","PT Gunbuster Nickel Industry","Jakarta Metropolitan Area",NA,2023-06-21,NA,"Full-time",NA,"Qualifications

- Candidate must possess at least Bachelor’s Degree in any field;

- At least 2 years of experience in Purchasing / Procurement from the mining sector is an advantage;

- Fluent in Mandarin and English (both oral and written);

- Excellent in Microsoft Excel

- Strong communication, interpersonal, and organizing skills;

- Good at negotiating and networking;

- High perseverance in handling pressure at work;

- Placement in Jakarta (Head Office).

Job Descriptions

- Sourcing new vendor and suppliers according to goods, service or material needed by user;

- Updating and maintaining records of all orders, payments and received product;

- Responsible for issuing PO, follow up goods and service delivery to user and submitting payment;

- Making sure that all payment documents are complete according to finance SOP;

- Making outstanding and aging payments reports;

- Conducting contract administration request from vendor to internal team (Legal and F.A.T);

- Responsible to any administrative work related to Purchasing Activity.

** Please submit CV in English and Chinese","Be among the first 25 applicants",2023-06-21 23:36:43
"linkedin","3640770068","https://www.linkedin.com/jobs/view/3640770068","Workshop Technician","PT. Novomet Artificial Lift Indonesia","Bekasi, West Java, Indonesia","IDR5,000,000 - IDR6,500,000",2023-06-21,"Associate","Full-time","Oil and Gas","To be responsible for teardown, assembly, testing of ESP equipment compliance with technical specification and procedures, approved instructions and menthods.","46 applicants",2023-06-22 23:23:45
"linkedin","3641839308","https://www.linkedin.com/jobs/view/3641839308","Entry Level Operator Assistant I - Logging and Perf","Halliburton","Balikpapan, East Kalimantan, Indonesia",NA,2023-06-21,"Entry level","Full-time","Oil and Gas","We are looking for the right people — people who want to innovate, achieve, grow and lead. We attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers. Experience the challenges, rewards and opportunity of working for one of the world’s largest providers of products and services to the global energy industry.

We bring out the best in wells and people. Looking for an opportunity to get your hands wet digging oil wells? This entry-level opportunity exists at Halliburton. As an Operator Assistant I, you have the opportunity to learn the basics of oil well operations and assist during the operation of well logging equipment at the job site. Additionally, you will learn to assemble down hole well logging tools (electric, nuclear, sonic, and other well logging tools);and maintain, clean and perform preventative maintenance on down-hole and surface well logging equipment. If it is your goal to get into the service operator field, this job is for you. There must be a willingness to learn, assist where needed, and help maintain a safe work environment. In addition to a high school diploma or equivalent, you must be licensed to drive a commercial vehicle. Successful completion of Well Control Accreditation Program (Well CAP) is preferred, as is the sucessful completion of water survival training.

<strong>Halliburton is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, disability, genetic information, pregnancy, citizenship, marital status, sex/gender, sexual preference/ orientation, gender identity, age, veteran status, national origin, or any other status protected by law or regulation</strong>.

<strong><u>Location</u></strong>

Jl. Marsma R. Iswahyudi, Balikpapan, Balikpapan, , Indonesia

<strong><u>Job Details</u></strong>

<strong>Requisition Number:</strong> 178127

<strong>Experience Level: </strong>Entry-Level

<strong>Job Family:</strong> Operations

<strong>Product Service Line: </strong> Wireline and Perforating

<strong>Full Time / Part Time: </strong>Full Time

<strong>Additional Locations for this position: </strong>

<u><strong>Compensation Information</strong></u>","48 applicants",2023-06-22 23:23:53
"linkedin","3642245604","https://www.linkedin.com/jobs/view/3642245604","Field Servcie Rep. II - Drilling Fluids","Halliburton","Tangerang, Banten, Indonesia",NA,2023-06-22,"Entry level","Full-time","Oil and Gas","We are looking for the right people — people who want to innovate, achieve, grow and lead. We attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers. Experience the challenges, rewards and opportunity of working for one of the world’s largest providers of products and services to the global energy industry.

Under general supervision, provides well site service to customers. Applies content learned through the formal training program in fluids chemistry, volume and hydraulics calculations, routine and specialized testing, separation equipment theory and application, and well site service delivery. Conducts and interprets results of routine and specialized testing in order to provide technical solutions. Operates separation and waste management equipment and demonstrates understanding of the affect on overall fluid performance. Works directly with both fluids and equipment supervisors and technical professionals. Demonstrates knowledge of company products and services, rig operations; fluids, separation, and waste management technologies and related processes. Performs in a professional manner as a Halliburton representative, maintaining a good working relationship with the operator’s representatives and rig personnel. Demonstrates the ability to adequately prepare and track inventory of Baroid products and equipment spares at the rig site based on the drilling program and anticipated conditions. Complies with health, safety and environment regulations in all aspects of job performance. High school diploma or equivalent required. Completion of a Bachelor’s Degree in STEM (Science, Technology, Engineering and Mathematics) or other related Bachelor's Degree program is preferred. This position requires completion of the Baroid Core Training Course at Halliburton or other industry recognized program, and 6 months related experience.

<strong>Halliburton is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, disability, genetic information, pregnancy, citizenship, marital status, sex/gender, sexual preference/ orientation, gender identity, age, veteran status, national origin, or any other status protected by law or regulation</strong>.

<strong><u>Location</u></strong>

Kawasan Industri &amp; Pergudangan, Tangerang Selatan, Banten, 15314, Indonesia

<strong><u>Job Details</u></strong>

<strong>Requisition Number:</strong> 178500

<strong>Experience Level: </strong>Entry-Level

<strong>Job Family:</strong> Engineering/Science/Technology

<strong>Product Service Line: </strong> Baroid

<strong>Full Time / Part Time: </strong>Full Time

<strong>Additional Locations for this position: </strong>

<u><strong>Compensation Information</strong></u>","Be among the first 25 applicants",2023-06-22 23:24:04
"linkedin","3638255718","https://www.linkedin.com/jobs/view/3638255718","Mechanical Completion Engineer","Wasco Energy Group of Companies","Batam, Riau Islands, Indonesia",NA,2023-06-22,"Executive","Full-time","Oil and Gas","

We are seeking a qualified Mechanical Completion Engineer to oversee the mechanical completion activities of E-House projects onshore. The ideal candidate should have a strong background in mechanical engineering, a thorough understanding of construction and commissioning activities, and the ability to work well in a team environment. The successful candidate will be responsible for ensuring that mechanical equipment is correctly installed and commissioned according to project specifications and industry standards.

<strong>Key Responsibilities:</strong>

• Review and understand project specifications and industry standards related to mechanical completion

• Coordinate and oversee mechanical completion activities with contractors and vendors

• Develop and maintain mechanical completion plans and procedures

• Participate in mechanical equipment installation and pre-commissioning activities

• Perform inspections to ensure mechanical equipment is installed correctly and according to project specifications

• Identify and resolve mechanical completion issues in a timely manner

• Participate in commissioning activities and ensure mechanical equipment is ready for commissioning

• Work closely with the construction and commissioning teams to ensure smooth project execution

• Prepare and maintain mechanical completion documentation and reports

• Ensure compliance with project HSE requirements.

<strong>Qualifications and Experience:</strong>

• Bachelor's degree in Mechanical Engineering or a related field

• 5+ years of relevant experience in mechanical completion for E-House projects onshore

• In-depth knowledge of mechanical equipment installation and commissioning activities

• Experience in preparing and implementing mechanical completion plans and procedures

• Strong technical and analytical skills

• Excellent communication and interpersonal skills

• Ability to work independently and in a team environment

• Ability to prioritize tasks and work under pressure to meet deadlines

• Familiarity with relevant industry standards and regulations

• Strong commitment to HSE requirements and practices

Kindly be informed that only shortlisted candidates will be notified.","Over 200 applicants",2023-06-22 23:25:16
"linkedin","3642959717","https://www.linkedin.com/jobs/view/3642959717","Tech Prof-DES, I","Halliburton","Tangerang, Banten, Indonesia",NA,2023-06-22,"Entry level","Full-time","Oil and Gas","We are looking for the right people — people who want to innovate, achieve, grow and lead. We attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers. Experience the challenges, rewards and opportunity of working for one of the world’s largest providers of products and services to the global energy industry.

Under general supervision, provides support to office and field operations related to well design. Has knowledge of and follows the HMS process for well planning. Will be required to take Level II Well Design training and work towards acquiring the competencies of a Sr Well Design Engineer.Completion of an undergraduate degree in a science discipline (STEM preferred) required. Possession of a graduate degree in a science discipline (STEM preferred). Completion of the Basic Well Design course.

<strong>Halliburton is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, disability, genetic information, pregnancy, citizenship, marital status, sex/gender, sexual preference/ orientation, gender identity, age, veteran status, national origin, or any other status protected by law or regulation</strong>.

<strong><u>Location</u></strong>

Kawasan Industri &amp; Pergudangan, Tangerang Selatan, Banten, 15314, Indonesia

<strong><u>Job Details</u></strong>

<strong>Requisition Number:</strong> 177805

<strong>Experience Level: </strong>Experienced Hire

<strong>Job Family:</strong> Engineering/Science/Technology

<strong>Product Service Line: </strong> Sperry Drilling Svcs

<strong>Full Time / Part Time: </strong>Full Time

<strong>Additional Locations for this position: </strong>

<u><strong>Compensation Information</strong></u>","Be among the first 25 applicants",2023-06-22 23:25:25
"linkedin","3641385590","https://www.linkedin.com/jobs/view/3641385590","Engineer, Network Management","Freeport Indonesia","Kuala Kencana, Papua, Indonesia",NA,2023-06-22,"Entry level","Full-time","Mining","The Engineer, Network Management will be responsible for installing, monitoring, maintaining, configuring, upgrading, and supporting the organizations voice &amp; data network.

This role will work closely with production, maintenance, and IT security teams, providing support and ensuring the successful operations of PTFIs voice &amp; data network.

This position will play a critical role in ensuring that the organizations voice &amp; data network are designed, implemented, and maintained to meet business needs, while ensuring the security, reliability, and performance of the network.

<strong>The key duties and responsibilities of this position are:</strong>

 • Monitor and control the usage of LAN and WAN networks, both internal and external, to ensure their availability and optimal condition.
 • Maintain and operate LAN and WAN networks efficiently, ensuring minimal disruptions and maximizing uptime for uninterrupted services.
 • Analyze the available network systems and tools to monitor network performance and identify potential problems.
 • Identify and troubleshoot network issues, implementing appropriate solutions for repairs and fixes.
 • Prepare monthly reports on downtime evaluation, identifying potential problems and addressing them promptly.
 • Support and monitor voice communication systems operations, including diverse networking hardware and software, maintaining corporate standards for performance and reliability across multiple sites.
 • Minimize the impact of changes on network availability by effectively utilizing Departmental Change Management policies.
 • Analyze voice &amp; data network performance using network management methodologies and techniques.
 • Support and monitor video conferencing systems, maintaining corporate standards for performance and reliability.
 • Perform troubleshooting in coordination with related parties (field technicians, Helpdesk officers, etc.) to identify root causes, resolve problems, and prevent recurring issues.
 • Perform device configuration and maintenance tasks in accordance with Department standards.
 • Produce voice &amp; data network documentation in alignment with Departmental standards.

<strong>The key challenges in this position include:</strong>

 • Keeping up with Technology: networking technology is constantly evolving, and it can be challenging to keep up with the latest trends and best practices. It is important to stay up to date with industry trends and advancement to ensure that you have the skills and knowledge necessary to provide effective support. This means you need to invest time and resources in continuous learning and development.
 • Network Security: Ensuring network security is a critical task for engineers. As hackers become more sophisticated, protecting networks against cyber-attacks is becoming more challenging. You will need to stay up to date with the latest security threats and implement measures to prevent them.
 •  Troubleshooting: Communication outages can be detrimental to safety as well as the business operations and profitability. You must be able to diagnose and troubleshoot issues quickly and effectively to minimize downtime.
 •  Communication Skills: Need to have excellent communication skills to collaborate with other IT professionals, stakeholders, and end users. You must be able to explain complex technical issues in non-technical terms to ensure that everyone understands the problem and proposed solution.
 • Managing Customer Expectations: Customers may have high expectations with the resources and capabilities of the team. Effective communication and managing expectations can help mitigate these challenges.
 • High Pressure Environment: Mining operations are often high-pressure environments where downtime can result in significant financial losses, you may need to deal with high-pressure situations where time is of the essence. You need to be able to make quick decisions and take appropriate actions to resolve issues promptly.

<strong>The background, education, and work experience needed to succeed in this job are: </strong>

<strong>Minimum Education &amp; Experience</strong>

 • Bachelor's (S-1) degree in IT, Computer Science, Telecommunication, Electrical Engineering, or related fields, with a minimum of 3 years' experience in data networking.
 • D3 in a related field with 10 years of experience in data networking 
 • Cisco Certification, Cisco Certified Network Professional (CCNP) is a plus.

<strong>Core Competencies (Knowledge, Skills &amp; Characters)</strong>

 • Strong knowledge of data network infrastructure and design including wifi, telephone systems, network protocols, and fiber optic / ethernet cabling standards.
 • Strong knowledge of network protocols and technologies such as TCP/IP, routing protocols, VLANS, VPNs and QoS.
 • Ability to manage multiple priorities and meet deadlines in a fast-paced environment.
 • Ability to troubleshoot issues and provide technical support.
 • Proficiency in spoken and written English, technical and conversational.
 • Ability to work independently and in a team environment.
 • Knowledge of safety procedures and regulations in mining industry.
 • Experience in mining or process automation industries is a plus.

Dateline: July 1, 2023","Be among the first 25 applicants",2023-06-22 23:25:32
"linkedin","3642996109","https://www.linkedin.com/jobs/view/3642996109","Mechanical Reliability Engineer | Kalgoorlie | Residential","BHP","Lembang, West Java, Indonesia",NA,2023-06-22,"Entry level","Full-time","Mining","<strong><u>About BHP</u></strong>

At BHP we support our people to grow, learn, develop their skills and reach their potential. With a global portfolio of operations, we offer a diverse and inclusive environment with extraordinary career opportunities. Our strategy is to focus on creating a safe work environment where our employees feel strongly connected to our values and objectives, and where the capability of our people is key to our success.

Come and be a part of this success.

<strong><u>About Nickel West</u></strong>

Nickel West is a fully integrated mine-to-market business. Our culture is rich with technical know-how, highly efficient and focused on innovation. The business employs over 2500 people from five operations across Western Australia comprising of nickel underground and open-cut mines, concentrators, a smelter and a refinery. We also have plans to expand our operations with new mines in the northern Goldfields and a large nickel sulphate plant in Kwinana.

A member of the BHP Group, Nickel West is undergoing an exciting business transformation to become a globally significant supplier of battery materials to the electric vehicle market. Nickel West will soon become the world’s largest producer of Nickel Sulphate, a key ingredient in lithium-ion batteries. As the world’s largest producer of nickel briquettes and nickel powder, Nickel West is leading the new-energy revolution in Western Australia.

Nickel West has an exciting future ahead. We invite you to join us at Nickel West as we seek to energize our future.

<strong><u>About The Role</u></strong>

Reporting to the Superintendent Maintenance Reliability, the Mechanical Reliability Engineer – Services will drive maintenance performance and benchmarking through defect elimination, continuous improvement, strategy and application of reliability fundamental principles in the services portfolio. This role will see you join our cohesive reliability team at the Kalgoorlie Nickel Smelter, actively working to achieve common goals within a dynamic working environment.

 • Perform detailed analysis of condition monitoring data, initiate maintenance strategies and changes to mitigate emerging business risks
 • Support the development of operating standards, procedures and work instructions (operational and maintenance)
 • Analyse life of plant, equipment, infrastructure to determine equipment capability and optimisation of maintenance activities
 • Implement, where required, statutory and company safety requirements across site
 • Develop and optimise maintenance strategies that enable plant safety, reliability and performance to be maximised
 • Ensure RCAs for equipment failures are conducted and imported into APM
 • Lead proactive root cause analysis through a RcM methodology in partnership with other site stakeholders
 • Ensure that contracts for materials, services and overhauls are negotiated, managed and delivered to meet the requirements of the organisation, including accuracy, quality and time;
 • Assist with the identification of forward business requirements for capital expenditures to maintain or improve the integrity of maintainable assets.

<strong><u>About You</u></strong>

To be successful in this role you will be an effective leader and a collaborative communicator with the ability to manage multiple business priorities simultaneously. Strong interpersonal skills are essential, allowing you to influence while also enabling you to build relationships across departments and to communicate with multiple levels of the business. You will have the ability to manage stakeholders across multiple teams and thrive in ambiguous environments. You will have the ability to prioritise and effectively manage multiple deliverables across stakeholders and be action oriented and strategically focused with superior problem solving, decision making and influencing skills. In addition, you will hpossess the following:

 • You will need to be tertiary qualified in Mechanical Engineering or have equivalent trade and industry experience to support the technical support requirements of the role
 • Have previous experience in mining or heavy industry maintenance environment with demonstrated capabilities associated with the management of classified plant statutory inspections and subsequent remediation
 • You will have knowledge of defect elimination and root cause analysis experience coupled with analytical, problem solving skills and experience developing maintenance strategies and plans
 • Ideally, you will also have had exposure to cost reduction strategies with financial and commercial acumen and have experience with SAP and Asset Management Software (GE APM), advantageous
 • Previous experience with either the design, operation or maintenance of turbo-machinery will be strongly regarded, however it isn’t strictly necessary

Location
The Kalgoorlie Nickel Smelter is located 14 kilometres south of the city of Kalgoorlie–Boulder and approximately 600 kilometres east of Perth, the capital of Western Australia. Kalgoorlie is a thriving regional centre with a prospering local sporting community, multiple schooling options, modern shopping facilities and a wide variety of housing options – with vibrant rural landscapes within driving distance. To continue to support the community in which we operate, this role will be residential however relocation support will be provided to assist those that choose to relocate to the region.

The Kalgoorlie Nickel Smelter has the capacity to produce up to 110,000 tonnes per annum of nickel matte. The operation incorporates a flash furnace smelter, pierce-smith converters, cryogenic air separation unit (targeting oxygen) &amp; acid plant. As part of our commitment to health and safety, the Kalgoorlie Nickel Smelter is a smoke free operation

<strong><u>About Our Process</u></strong>

At BHP, we are committed to employing individuals who align with the BHP Charter Values and meet the requirements of the role. As part of the recruitment process, there are a number of checks which may be conducted to demonstrate applicants suitability for a role including police / criminal background checks, medical, drug and alcohol testing, due diligence checks, right to work checks, and/or reference checks.

<em>If you are already employed directly by BHP, please log in using your BHP email address or apply via our internal jobs portal. </em>

<strong>Supporting a Diverse Workforce </strong>

The size, stability and magnitude of our business not only provides significant opportunity for professional development, but also attractive salary packages with performance-based bonuses and a best-in-class employee share program. We know there are many aspects of our employees' lives that are important, and work is only one of these, so we offer benefits to enable your work to fit with your life. These benefits include flexible working options, a generous paid parental leave policy, other extended leave entitlements and parent rooms. 

At BHP, we know that we are strengthened by diversity. We are an Equal Opportunity employer that is committed to making BHP a safe and inclusive workplace where everyone can thrive and be at their best every day. We are focused on creating a workforce that’s more diverse and represents the communities where we work and live. providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and recognise that true diversity includes gender, age, race, disability status, sexual orientation, religion, neurodiversity, education levels, and many more aspects of your identity.

BHP is committed to providing a recruitment process that is fair, equitable and accessible for all. If you have a disability, we know that it may be helpful for us to adjust our process to make it equitable for your individual situation. If you would like to reach out to someone about your situation and our recruitment process, please email us at <em><u><strong>[email protected]</strong></u></em>.","Be among the first 25 applicants",2023-06-22 23:25:47
"linkedin","3638255424","https://www.linkedin.com/jobs/view/3638255424","Quality Assurance Engineer","TRIPATRA","Tangerang Selatan, Banten, Indonesia",NA,2023-06-22,"Associate","Full-time","Oil and Gas","

<strong>JOB DESCRIPTIONS</strong>:
 • Execute and follow up on internal and external audits to ensure the company's Quality Management System (QMS) is implemented effectively at both the corporate and project levels.
 • Verify QA/QC activities during the execution of EPC and EPMC projects to ensure that all relevant QMS procedures and project specifications are effectively implemented, starting from the design stage until the commissioning stage.
 • Handle customer complaints and internal issues, and provide relevant information for preventive and corrective actions, which will be reviewed by management.
 • Administer and maintain the Quality Management System, focusing on procedures, work instructions, corrective actions, and root cause analysis to address any deficiencies.
 • Ensure that all employees and aspects of the business comply with Quality policies, procedures, and local legislation.
 • Assist the Lead QAMS in coordinating Project Lesson Learned sessions, Company Management Review Meetings, and improving the overall quality behavior.
 • Manage all ISO certifications held by the company to ensure their sustainability.
 • Continually improve the implementation of the company's Integrated Management Systems across all departments and projects.
 • Update the management system documentation portal, coordinating with other process owners for document generation, updates, and revisions.
 • Support the Lead QAMS in Quality-related activities for PQ (prequalification), proposals, and bids as required by the Proposal leader.
 • Monitor the implementation of the project's Quality Management System through reporting and auditing activities.
 • Compile reports, including nonconformance reports, related to the project's Quality Management System, analyze them, identify performance trends, and provide recommendations based on the findings.

<strong>REQUIREMENTS</strong>:
 • A Bachelor's degree of Engineering; and Certified Lead Auditor, ISO 9001
 • Minimum 2 years working experience in Corporate Quality System
 • Basic knowledge ISO21502, 31000, 27001.

","83 applicants",2023-06-22 23:25:55
"linkedin","3641708383","https://www.linkedin.com/jobs/view/3641708383","Sales Engineer","Van Leeuwen Pipe and Tube Asia","Surabaya, East Java, Indonesia",NA,2023-06-22,"Entry level","Full-time","Oil and Gas","What are you going to do?

 • Preparation of weekly sales working schedule for the presentation to the Sales Manager
 • Updated daily sales activities and area development (new customers, call, visit, opportunities)
 •  Perform the duties of Inside Sales person as required
 • Analysing cost and sales
 • To expedite major projects in the allocated areas through to satisfactory completion.
 • To maintain an understanding of developments in the market place concerning major projects, competitor activities, new products and any other situation or factors which may have a bearing on Van Leeuwen Distribution Indonesia
 • Assist customers in the selection of material and/or products and refer inquiries to Sales Manager if necessary.
 • Persuading customers that products or services will be satisfied their needs
 • Negotiation and closing the order.
 • Report all customer complaints.
 • Assist the Sales Manager to prepare the annual budget.
 • Achievement of the budget for the operating year as established in consultation with the Sales Manager
 • Adheres to all cmpany’s policy, procedures and business ethic codes and ensure that they are implemented and communicated within the team
 • Preparation of weekly sales working schedule for the presentation to the Sales Manager
 • Updated daily sales activities and area development (new customers, call, visit, opportunities) into CRM on real time basis
 • Perform the duties of Inside Sales person as required
 • Analysing cost and sales
 • To expedite major projects in the allocated areas through to satisfactory completion.
 • To maintain an understanding of developments in the market place concerning major projects, competitor activities, new products and any other situation or factors which may have a bearing on Benteler Distribution Indonesia sales activities.
 • Assist customers in the selection of material and/or products and refer inquiries to Sales Manager if necessary.
 • Persuading customers that products or services will be satisfied their needs
 • Negotiation and closing the order.
 • Monitor competitor activities in the field. Report on every quotation regularly.
 • Report all customer complaints.
 • Define customer problems, needs and give recommendations to the specific requirements.
 • Assist the Sales Manager to prepare the annual budget.
 • Achievement of the budget for the operating year as established in consultation with the Sales Manager
 • Adheres to all cmpany’s policy, procedures and business ethic codes and ensure that they are implemented and communicated within the team
 • Any other ad-hocs task

Who are you?

 • University Graduated, majoring in engineering is preferred
 • Min 2 yrs working experience in same position
 • Working experience in small to medium scale of trading or distribution company would be advantage
 • Good knowledge re power plant/sugar/palm oil/refineries/petrochemical industries and its supply chain will be preferred
 • Will be stationed in Surabaya with frequent visit to Kalimantan
 • Sales target and result oriented
 • Independent and able to work under pressure
 • Excellent personality, mature and self-motivated
 • Position based in Surabaya

What do we offer?

 • five days week, Monday to Friday
 • AWS, attractive bonus ( subject to individual and company performance)
 • medical benefits
 • Multinational company culture
 • Flexible, open-minded

","Be among the first 25 applicants",2023-06-22 23:26:04
"linkedin","3642453969","https://www.linkedin.com/jobs/view/3642453969","Mechanical Field Engineer","Baker Hughes","Jakarta, Jakarta, Indonesia",NA,2023-05-28,"Entry level","Full-time","Oil and Gas","Do you like working in collaborative teams and solving technical problems?

Do you enjoy being part of a successful team?

Join our Team!

Our Industrial and Energy Technology (IET) operates across 120 countries and serves the entire energy value-chain and industrial sector. We hold an extensive portfolio of rotating equipment, process flow, transmission technology and lifecycle services. Our Engineering Transformation team work to improve the quality of our Engineering processes.

Partner with the best

Responsible for technical direction and safe site leadership of onsite installation. Operational maintenance, testing and on Gas turbines. We follow engineering best practice and contractual work scope requirements.

As a Mechanical Field Engineer you will be responsible for:

 • Providing general technical direction and assistance to customers in the operation, maintenance, repair, handling, installation of products.
 • Providing on-site interpretation of data and technical instruction.
 • Providing technical assistance through on-site guidance and training in operations, maintenance, and troubleshooting techniques.
 • Assisting customers in scheduling maintenance and workload assuring that equipment and parts requirements meet established schedules.

Fuel your passion

To be successful in this role you will:

 • Have Bachelor’s from accredited academic institution.
 • Have at least 4+ of experience in field service or maintenance position.
 • Have ability to understand and implement technical drawings.
 • Have knowledge in maintenance procedures for Aero Derivate Gas turbines and their auxiliaries.
 • Have excellent Technical skills in centrifugal compressors maintenance knowledge

Work in a way that works for you

We recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns:

 • This role is a Full Time Regular, live in country

Working with us

Our people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other.

Working for you

Our inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we have to push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect:

 • Contemporary work-life balance policies and wellbeing activities
 • Comprehensive private medical care options
 • Safety net of life insurance and disability programs
 • Tailored financial programs
 • Additional elected or voluntary benefits

<strong>About Us:</strong>

We are an energy technology company that provides solutions to energy and industrial customers worldwide. Built on a century of experience and conducting business in over 120 countries, our innovative technologies and services are taking energy forward – making it safer, cleaner and more efficient for people and the planet.

<strong>Join Us:</strong>

Are you seeking an opportunity to make a real difference in a company that values innovation and progress? Join us and become part of a team of people who will challenge and inspire you! Let’s come together and take energy forward.

Baker Hughes Company is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.

<strong>R89017</strong>","62 applicants",2023-06-22 23:26:14
"linkedin","3642296825","https://www.linkedin.com/jobs/view/3642296825","EOI - Engineer Mining Technology","Thiess","Jakarta Metropolitan Area, Indonesia",NA,2023-06-22,"Entry level","Full-time","Mining","Job ID
928693

Job Type
Permanent (Indonesia only)

Location
Indonesia - Jakarta Head Office

Categories
Engineering - Other, Engineering - Mining

Applications close
30 Jun 2023 SE Asia Standard Time

<strong><u>About Us</u></strong>

With a global business, we offer diverse and rewarding careers. We are committed to Thiess being a company and a culture where great people can excel and where they are developed and supported to reach their highest potential. Join our team today.

<strong><u>About The Role</u></strong>

In this role, you will:

 • Lead and develop deployment of new technology across Thiess Indonesia
 • Lead and develop digital web-based dashboards and reporting tools (Web based, mobile apps, BI tools)
 • Quarterly system/contract performance review with Vendors
 • Coordinate with FMS Provider (Hexagon/Wenco/ etc.) related to Technology Implementation.
 • System upgrade/feature availability
 • Auditing data quality
 • External dependencies (communications, sensors, payload, hardware performance)
 • Manage system configuration/improvements across multiple projects
 • Manage digital web-based dashboards and front and back-end developers
 • Monitor pit network to support remote operation
 • Audit payload sensor to ensure correct data recording to the system
 • Audit and initiate corrective action for Vehicle health sensors
 • Check FMS server condition

<strong> About you </strong>

 • Bachelor's degree in engineering
 • 3 - 5 years experiences in Fleet Management System (FMS)
 • Good understanding in apps development (web, android/iOS and BI tools)
 • Good understanding in IoT
 • Good understanding on Fleet management system (Hexagon or Wenco), new mining technology, mining operation, mine planning, reporting and cost control, data analysis and statistics knowledge
 • Has project management, FMS network and hardware installation capabilities good understanding on coal mining or other mineral mining operation
 • Good leadership and English communication skill
 • Good Analysis skill especially with numbers, calculation and demonstrate high excel skill

<strong><u>About Us</u></strong>

We partner with our clients to deliver excellence in open cut and underground mining in Australia, Asia, Africa and the Americas. For more than 80 years, we’ve operated in diverse commodities, geologies, environments and cultures. Our team uses that insight to optimise solutions for each project and create lasting value for our clients and the communities we live and work in.

Visit our website to learn more – http://www.thiess.com

<strong>Driving a diverse, inclusive and respectful culture</strong>

We’re committed to safe, healthy and respectful workplaces. A place where everyone matters always.

We welcome and celebrate the differences and similarities among people including gender, identity, ethnicity, race, heritage, sexual orientation, disability, age, culture, religion, language, appearance, parental status and education.

We believe diverse experiences and perspectives not only make us more innovative, productive and engaged, but are crucial to our success.

If you require assistance to apply for this job because of disability or special needs, please contact us here . No other requests will be acknowledged.

<strong><u>How To Apply</u></strong>

This role is an opportunity to take the next step in your career. With our culture of recognition, development, and a stimulating and satisfying work environment, there is no better time to join Thiess.

To apply for this role, please click the ‘Apply’ button or the link below.

<strong><u>How To Apply</u></strong>

Applications close
30 Jun 2023 SE Asia Standard Time","Be among the first 25 applicants",2023-06-22 23:26:23
